0,29
1,41
2,42
3,46
4,54
5,35
6,43
7,46
8,34
9,40
10,44
11,40
12,31
13,39
14,37
15,38
16,38
17,30
18,18
19,37
20,40
21,66
22,50
23,51
24,50
